user_id,product_id,quantity
1118184334,58114378,2
6918179203,13978677,11
4112523365,74908404,22
9686822183,53843949,19
6938159014,34174616,24
3279074337,88069250,16
5320999017,74908404,19
2794339760,58438896,22
6659375423,68044839,16
3722200192,49192503,14
9686822183,58438896,13
4738276457,38513512,25
8801636678,85133011,7
7593479850,37048960,8
4533816391,90987924,22
5254997938,69711327,21
9968284121,25977551,9
9772885634,39198427,4
4813999716,49192503,21
4840627119,81028358,15
7177808194,80533633,8
4954709491,92518222,15
5254997938,36297716,24
6769480062,89838915,19
3535789944,69711327,23
2722509735,86195724,23
5324374289,22600017,2
4012229013,96360006,8
5277355082,37048960,2
5197279812,17112237,15
4292752955,76665122,19
5974867253,34304261,11
8801636678,88511206,1
6512606158,28295796,8
4813999716,26223220,23
2285002462,68044839,6
8847916627,17112237,4
9522068725,36297716,14
1587077712,81028358,17
7005646064,53843949,7
4688972261,82664323,18
3411423730,93025814,9
4052223803,84961155,15
5863920440,74908404,19
7238588478,62321888,2
8077717851,76665122,6
3191002592,26223220,11
3224978106,34174616,17
3221262770,85728734,1
7372326269,62352535,23
1118184334,39237014,7
2344485741,15403587,24
7364239360,26223220,10
7086097248,88511206,20
3840441239,96355920,8
2136819921,34174616,19
2124944943,69711327,5
4820236862,66544425,16
2710861821,95717734,9
6556344200,84961155,18
8419661447,81028358,9
8663951270,62352535,4
3173627684,53843949,4
8350186305,88964184,9
5925178086,35556411,17
3745824797,88758398,5
2794339760,89838915,20
8778585460,88511206,11
5863920440,81712167,17
7005646064,59779881,10
3738915096,88964184,25
7870856202,22600017,24
7285199464,25431510,4
8850472095,65348795,21
9222134606,15877222,15
7816705158,90821899,8
1940742089,13907347,1
1682182392,34174616,8
5792609635,96355920,22
6756361340,86195724,13
4048327640,65348795,14
2496698975,59779881,9
5972524518,82664323,23
2569245763,89838915,3
6383699812,11001718,13
8481793292,30452551,17
3279074337,58114378,19
8758847983,37048960,21
5974867253,64400994,7
3443309216,88511206,5
1038914670,58114378,7
4965516934,20150777,13
5974867253,15877222,25
3618131766,26223220,21
2351027493,85263705,4
8977278909,83563028,21
2913238521,37048960,17
1204709858,52139171,6
3901502035,33355791,4
4395337786,68044839,7
1369349418,26736836,2
3977679919,22600017,24
6512606158,28813070,7
7607808479,81506480,23
2721573682,36297716,25
9484358049,17112237,20
3649067219,74908404,15
9407838361,68044839,21
6568743576,53652978,4
4200581030,11001718,6
5749569137,93025814,10
1134506276,13907347,2
6769480062,81712167,1
9484358049,86195724,2
9484358049,69711327,10
9363775380,10372749,18
4830770821,66864212,16
7372326269,57673035,20
2386085794,88964184,10
6548777548,53652978,12
7106349880,52139171,25
1732030028,89838915,2
2015771674,76197908,6
8010522836,53843949,8
2124944943,20150777,6
6468095653,69711327,8
9038837003,76665122,5
2700136437,88511206,19
6947407954,22600017,23
5254094127,30452551,16
6390776148,13907347,13
8639227406,65060390,16
4292752955,60918729,13
7085128428,64400994,13
3520952971,53652978,14
2396030305,38513512,14
5642163114,36297716,18
7177808194,34654812,15
5935874288,15877222,17
9051289261,62327531,1
7827507685,26736836,25
6578147665,26736836,15
5922041023,60918729,12
5577226855,58114378,4
1564856719,89838915,22
2045102352,22600017,25
2193768702,19589414,14
7813381648,76665122,20
1360064677,39237014,1
2722509735,53652978,11
8598520129,49192503,8
5391539771,65060390,20
8017608138,34304261,8
2735961252,75329482,22
2311178517,85728734,17
3722200192,22263186,18
9222134606,38513512,12
9874105466,37048960,15
2246527362,25977551,13
7177808194,22263186,22
1659073756,65060390,12
4081739718,25977551,4
2960425447,84961155,1
7468710212,75329482,6
1375891841,33355791,19
6644685788,74908404,1
2040682284,62792658,3
2722509735,87666646,17
6475304004,60918729,17
5397222110,35588016,22
2794339760,74908404,23
2602526117,27590379,14
6438754035,81028358,24
7309112428,76197908,25
8850472095,90821899,17
1473452356,27834672,6
3027639221,80453334,11
3649067219,28813070,4
7532889363,50787093,5
7372326269,22973892,9
2512241662,10372749,9
7163674330,62202726,4
3935778302,26736836,7
2355444050,90821899,17
2496698975,62352535,1
9686822183,81712167,2
3535789944,13907347,17
4970674380,62792658,8
1682182392,84961155,21
4738276457,39198427,12
2797062856,66660872,3
3463812941,58438896,18
4254867347,74908404,19
7929258888,39237014,1
4477757522,88758398,14
4071725594,27834672,2
9540539698,40357019,16
1310342451,11001718,15
5115357936,39237014,7
2931172831,17112237,5
3184591544,62321888,14
4834626805,53652978,10
2351027493,96355920,2
4965516934,66544425,18
7739311050,26223220,10
5651247513,74908404,17
8847916627,36297716,8
1822251208,67230813,25
9729613283,15403587,1
2569245763,65060390,21
2529535947,85133011,7
5792609635,90987924,23
3618131766,37048960,2
5974867253,30452551,23
7090108492,49192503,7
1682182392,88069250,8
3019499022,84961155,22
8850472095,83563028,25
3520952971,11001718,8
3401131284,92518222,22
5277355082,90821899,12
2115985410,83951150,15
9380233090,53843949,10
1186322391,76665122,5
1732030028,81506480,16
2839655631,28813070,25
6061274557,34654812,25
9404323956,24458589,8
8639227406,28813070,9
9341330011,58114378,10
1118184334,81712167,6
5748042152,59779881,10
8065417477,22263186,21
4830770821,60918729,10
3271314422,66660872,1
2285002462,74908404,20
7811343202,85263705,19
9685848060,25431510,8
7788277599,85728734,23
9180800320,96360006,9
1587077712,81712167,5
8568589129,81506480,25
5835857478,11347608,12
9341829851,66864212,4
1698652486,89838915,19
4474831037,39237014,11
2124944943,83563028,8
6512606158,13978677,14
7929258888,81712167,3
8972002354,53843949,3
5152396348,22600017,8
4766859551,22600017,20
1583805707,15403587,12
5974867253,53652978,19
7125954320,75329482,1
9588422975,95717734,20
7238588478,62321888,3
5352120186,26297924,9
3212981481,81506480,19
3840441239,60918729,21
7005646064,76665122,5
5925364459,34304261,19
6786495344,85263705,4
8489967272,20150777,10
6659375423,30452551,1
6938159014,40357019,11
2124944943,58438896,8
4820236862,49636274,13
7531258240,95717734,18
5835857478,62352535,19
5972101050,50787093,21
6157061557,80962802,22
1310342451,86195724,1
3555861521,37048960,8
2602546447,52139171,6
7827507685,34654812,1
7816705158,28813070,21
8406069844,66544425,7
1656785282,39198427,2
6691912948,25977551,7
9155793013,88964184,12
2710861821,67230813,19
7163674330,53652978,24
7953235719,67230813,25
3224978106,40357019,22
6938159014,10372749,18
8350186305,88511206,13
4618722857,85133011,7
5651247513,26223220,18
8767585653,26736836,19
1963528866,50787093,23
7929258888,66660872,10
3755061221,22600017,3
7811343202,26736836,21
9874105466,85263705,1
7457597887,25977551,24
6010270093,10372749,4
6157061557,81506480,21
3755061221,89838915,3
2386085794,62327531,23
2861248706,88069250,13
7125954320,28813070,1
5112675770,11001718,1
8767585653,20150777,11
6512606158,65060390,23
6640755149,87666646,18
4190318782,65878875,2
3847459645,22600017,17
5922041023,11001718,6
9423544633,85728734,22
7086097248,80453334,20
1038914670,26223220,2
4629844506,65060390,23
4068371409,76665122,16
1659073756,65348795,12
7090108492,24458589,4
1481536255,52139171,21
4823180493,77431523,24
8361965750,49192503,7
5320999017,60918729,4
9373413610,90821899,7
8289484100,30452551,21
9460313244,65878875,4
4402885093,34654812,17
6390776148,89838915,13
9522068725,85728734,15
7642064252,58114378,18
2839655631,85728734,18
3755061221,20150777,13
5152396348,22600017,20
9083619285,66660872,16
2337916864,59779881,3
5014662821,96355920,6
3211081566,62202726,5
8972002354,96360006,5
1935434689,88069250,1
4007903984,22263186,10
7953235719,50787093,10
5324374289,35556411,19
2344485741,35556411,18
4270931518,20150777,19
4766859551,15877222,15
7713813027,33355791,20
1632831577,11001718,7
6918179203,34654812,3
3924428758,96355920,10
1888171588,84961155,19
6551994147,62202726,18
2736624777,30452551,7
7836925317,82664323,9
5925364459,62352535,17
6595961862,83563028,6
8844861843,27590379,13
8972002354,34654812,13
2193768702,66660872,24
9298006623,52139171,4
6308606907,27834672,8
8844861843,22600017,11
1632831577,75329482,19
4629844506,30452551,20
1984398618,28295796,4
8908704487,24458589,9
4834626805,85728734,22
8598520129,87666646,2
3051278772,60918729,12
8281403939,80453334,14
4943410927,67230813,18
2878305875,76665122,11
7762637074,88964184,8
9254095988,75329482,14
1354039076,22973892,4
8281403939,83951150,5
2311178517,15403587,19
7457597887,13978677,2
8898505205,62352535,2
5641877567,34174616,19
3738915096,40357019,15
6308606907,38513512,17
6659375423,60918729,8
3401131284,81712167,10
7811343202,62327531,13
2676756862,34174616,23
7870856202,36297716,2
6438754035,58438896,17
3019499022,68044839,18
1587077712,35588016,24
4081739718,25431510,11
2047450355,17112237,15
1360064677,88511206,25
5974867253,35588016,18
6769480062,77431523,25
1886955329,80453334,23
3349486460,88511206,8
7929258888,25816959,15
1822251208,85263705,14
2136819921,88758398,18
5749569137,90821899,17
3401131284,37048960,21
3271314422,90987924,20
4533816391,13907347,8
8289484100,57673035,16
9222134606,76197908,12
9038837003,27590379,6
4548940548,88758398,25
8305168597,62202726,12
3051278772,10372749,8
4154086328,58438896,15
4738276457,66660872,19
3224978106,50787093,8
4533816391,53652978,23
2115985410,76197908,7
2931172831,59779881,15
3535789944,28295796,18
7592779436,62352535,1
6862641027,85133011,14
1706418041,52412940,3
2607400947,11347608,15
1886955329,28813070,18
3191002592,62327531,8
1354039076,66864212,6
2931172831,22973892,22
1532554395,27834672,20
2721573682,52412940,4
3867490861,15403587,17
2040682284,66660872,24
4766859551,65060390,12
5014662821,39237014,9
3323423548,25977551,14
7372326269,93025814,7
7816705158,85133011,13
4789409319,26223220,2
6595961862,88758398,13
2193768702,15403587,23
9380233090,39198427,12
3840441239,38513512,6
3271314422,85133011,14
4154086328,13907347,19
6475304004,59858068,6
5115357936,34654812,25
7929258888,96360006,4
2615625917,81712167,11
3443309216,34304261,18
7372326269,37048960,15
5935874288,15403587,2
6578147665,66864212,9
7177808194,34654812,16
8663951270,35588016,9
1375891841,62327531,6
8473000603,22973892,2
5398655230,24458589,25
1736842637,22600017,14
6061274557,34174616,8
1255926949,52412940,18
9287363603,68044839,3
5749569137,83951150,18
5835857478,35556411,18
1310342451,11347608,3
6371158637,26223220,24
2700136437,36297716,1
6390776148,93025814,21
8255706308,90821899,3
7106349880,26297924,4
6409286265,83563028,14
7090108492,64400994,23
5844071848,35588016,14
3924428758,66544425,9
5748042152,64400994,14
4007903984,15877222,5
9407838361,88069250,9
3401131284,89838915,4
9287363603,65060390,25
4789409319,25816959,7
5077212534,66864212,7
9380233090,19589414,4
2193768702,11347608,22
4477757522,36297716,3
6941852300,26736836,10
4610618283,52139171,4
5757028671,58438896,22
3224978106,88511206,15
9994882371,27834672,17
5792609635,76665122,5
2710861821,50787093,2
5132834473,76197908,17
5343751430,41347235,24
2115985410,39198427,12
2736624777,65348795,7
2213631729,58438896,12
6157061557,52412940,3
5391539771,76665122,21
1839794044,88758398,14
1375891841,83563028,14
7642064252,90821899,15
3411423730,58114378,7
3019499022,28295796,8
2115985410,83563028,14
5397222110,75329482,25
5972101050,81712167,6
6146450602,30452551,20
3191002592,85263705,16
8281403939,49636274,21
3325587053,49192503,15
1632831577,39237014,3
8708397653,80962802,16
7006373469,66660872,5
1698652486,10372749,22
2984996937,38513512,9
7919919098,13907347,8
8827703843,62352535,22
4923396735,65060390,10
7297489414,35588016,3
2938709239,75329482,22
5849837472,88758398,12
4720557630,83951150,22
4823180493,67230813,18
8975856994,34654812,24
8167126524,50787093,8
6371158637,50787093,23
7953235719,28295796,3
2046489708,28813070,23
1204709858,19589414,23
2124944943,90821899,19
5223908094,62321888,7
8972002354,26297924,1
4992223372,90821899,17
4200581030,26223220,12
6595961862,85133011,22
1360064677,40357019,14
2721573682,62202726,21
6371853340,62327531,21
9038837003,36297716,8
9298006623,80453334,20
8281403939,62327531,24
2736624777,88511206,12
4190318782,66660872,4
7836925317,65060390,13
3221262770,34304261,16
9350792960,62327531,19
6740159225,85728734,1
4548940548,62327531,20
8489967272,28813070,13
2922512803,30452551,17
8908704487,81506480,14
5972101050,33355791,16
2984996937,69711327,21
2046489708,39198427,6
4171169652,15877222,10
4820236862,86195724,18
4220312184,13978677,12
1984398618,59858068,8
6243015792,52412940,4
4897371041,62352535,10
1473452356,76197908,25
6380739556,96360006,18
1234528335,35556411,11
7788277599,22973892,14
3173627684,36297716,6
6644685788,13907347,2
7425512669,77431523,21
3271314422,81028358,1
1596485524,66864212,8
7364239360,75329482,18
2193768702,90821899,22
1839794044,15403587,22
6438754035,83951150,1
2938709239,95717734,3
5641877567,85133011,5
1682182392,77431523,6
7813381648,66544425,22
4292752955,58438896,12
8305168597,24458589,22
9341829851,80533633,20
9198452056,83563028,22
9994882371,65060390,5
6938159014,41347235,8
4402885093,80962802,14
4811720488,26297924,23
6438754035,81712167,21
6178057321,53843949,4
6243015792,50787093,17
6644685788,17112237,9
3184591544,52139171,12
7177808194,13978677,6
4474831037,86195724,12
3212981481,88511206,9
4789409319,64400994,4
1583805707,25816959,25
9083619285,10372749,24
1587077712,37048960,9
7163674330,25977551,6
9685848060,39198427,25
4720557630,34654812,18
1194273585,22973892,24
5397222110,25431510,2
6740159225,33355791,13
3488463998,69711327,14
7635021456,75329482,6
2716172834,52412940,20
4813999716,13907347,1
5651247513,11347608,8
4961722302,80533633,3
9540539698,58114378,22
2337916864,80962802,7
7953235719,76665122,22
9222134606,26223220,17
1925738878,86195724,6
6644685788,25816959,2
1799957573,65060390,22
7238588478,80453334,20
4081739718,34654812,13
2337916864,76665122,3
3271314422,34174616,19
1935434689,58438896,6
4548940548,67230813,19
3411423730,35588016,17
2602526117,88758398,20
3755061221,62321888,7
6551994147,92518222,19
9222134606,57673035,8
4830770821,90122085,21
5640478763,38513512,10
5152396348,66660872,13
4515603712,52139171,14
9298006623,41347235,24
9876939187,88758398,12
6688485441,59858068,17
6223638388,39198427,5
3478732477,80962802,7
4910452456,11347608,15
2362906914,25977551,23
3924428758,36297716,20
3271314422,69711327,12
3067104588,26297924,7
8361965750,62321888,4
9414696136,25431510,2
4220312184,26223220,11
2402755024,96360006,10
8758847983,36297716,2
8487471080,19589414,23
8473000603,35588016,3
1693093959,62321888,24
8827703843,96355920,25
1839794044,11347608,9
5792609635,53652978,20
4112523365,85263705,11
4961722302,37048960,12
8289484100,60158715,24
6234277035,90821899,8
7836925317,26736836,21
6919817316,20150777,11
9729613283,30452551,13
4772773899,65348795,22
6512606158,25816959,12
6653365837,81712167,2
4970674380,80962802,7
7005646064,84961155,15
5749569137,25816959,9
6124738384,11001718,23
2736624777,75329482,1
4992223372,80453334,6
6862641027,89838915,2
4254867347,87666646,8
5642163114,50787093,16
8057427196,36297716,10
6740159225,60158715,17
7457597887,90987924,21
4701308596,68044839,4
5391539771,76197908,3
8419661447,53843949,18
8850472095,28813070,15
2246527362,33355791,9
9588422975,76197908,9
3027639221,39198427,8
7085128428,41347235,19
7827507685,88964184,21
2337916864,39198427,9
6124738384,52412940,18
3221262770,90821899,16
5701866575,25816959,22
3376587468,26297924,21
4081739718,85728734,15
9874105466,39237014,3
2615625917,11001718,10
1826826426,86195724,20
9476342158,65878875,16
7238588478,58438896,11
5749569137,13978677,23
3051278772,36297716,16
8419661447,66660872,16
3325587053,62327531,18
6808982562,34654812,4
8977278909,85728734,15
9350792960,96355920,3
7787748222,26223220,22
1826826426,25816959,24
6371853340,80453334,10
3755061221,53652978,22
4477757522,40357019,5
4961722302,74908404,10
5925178086,80962802,15
3027639221,13978677,2
3901502035,41347235,2
4677712510,66864212,14
4830770821,68044839,7
8767585653,62321888,13
2285002462,50787093,23
5935874288,76197908,5
4720557630,87666646,20
2343624961,80962802,4
1375891841,87666646,23
5651247513,37048960,17
6442309538,28813070,18
5320999017,19589414,2
6551994147,26297924,2
7642310085,62321888,16
4811720488,34654812,11
3070159670,96355920,22
8010522836,25816959,6
3323423548,10372749,16
7271517804,49636274,21
5974867253,38513512,25
1682182392,77431523,23
5494414937,33355791,19
7953235719,10372749,1
6769480062,53652978,23
8578576738,19589414,12
4965516934,76197908,4
3325587053,60918729,23
9423544633,85263705,18
7642064252,66544425,21
9341829851,64400994,10
2337916864,13978677,16
2698631654,13907347,10
8334218097,53843949,24
3745824797,28295796,25
5197479151,13907347,1
5087593474,24458589,24
1732030028,37048960,25
6947407954,60918729,11
9952223211,81506480,10
8827703843,25977551,13
7175562942,74908404,15
2839655631,92518222,20
6814657381,65878875,2
8778585460,81028358,22
2337916864,60158715,12
2721573682,39198427,14
5255327438,75329482,14
2797062856,95717734,22
3019499022,66660872,1
7090108492,11001718,20
9874105466,86195724,5
1194273585,83951150,25
5077212534,83563028,22
3532728686,84961155,25
8255706308,83563028,22
6234277035,53843949,3
8571548907,88069250,22
2396030305,90987924,24
5849837472,36297716,14
8001224808,95717734,16
8419661447,35556411,4
8057427196,96355920,19
7125954320,53652978,1
7980008283,53652978,12
2913238521,60918729,5
8385057190,33355791,13
5863920440,59779881,16
1795201753,15403587,5
4515603712,26297924,20
4230096476,86195724,5
7297489414,84961155,7
7106349880,77431523,22
6947407954,88964184,20
2736624777,49192503,5
6653365837,96355920,3
6918179203,13978677,23
5077212534,40357019,7
6178057321,62321888,2
2294437984,49192503,15
2557673171,84961155,25
2865363087,22600017,17
2362906914,24458589,23
8598520129,11001718,5
8184709164,83563028,12
3224978106,90122085,5
9874105466,95717734,4
1587077712,37048960,3
6756361340,76665122,10
4897781816,88069250,13
9522068725,75329482,15
9772885634,67230813,10
8977278909,90122085,4
1925738878,93025814,1
6034345575,38513512,12
4849209077,60918729,12
8281403939,26297924,11
6918195008,39237014,3
6556344200,92518222,1
9968284121,34174616,23
5115357936,53843949,4
2938709239,80453334,9
5641877567,34654812,1
8615013259,69711327,14
1587077712,81506480,16
1532554395,26736836,9
7285199464,22973892,7
5202354464,13978677,10
8758847983,26223220,3
1940742089,83563028,17
5974867253,59858068,6
2294437984,49192503,2
7125954320,88964184,15
4270931518,62321888,7
8975856994,66660872,25
2355444050,50787093,10
4402885093,17112237,20
9339410548,26297924,19
1984398618,90821899,7
5757028671,27834672,16
5398655230,84961155,6
1564856719,35588016,18
4834298743,66660872,9
5112675770,66660872,13
3649067219,83563028,6
4688972261,62792658,6
2136819921,33355791,22
1786990962,80533633,21
6740159225,58114378,20
7271517804,38513512,24
5324374289,27834672,6
5577226855,83951150,18
2436954424,90122085,22
6762919073,59858068,16
5320999017,20150777,14
7635021456,25431510,7
7929258888,17112237,24
5792609635,96360006,3
6548777548,34654812,22
2402755024,20150777,5
2136819921,86195724,15
4190318782,53843949,3
9380233090,88511206,16
3840441239,89838915,23
7929258888,58114378,25
4136470701,62202726,11
8708397653,24458589,10
5178014802,38513512,6
4220312184,10372749,25
3722200192,59858068,8
5343751430,95717734,2
4393830321,27834672,2
2343624961,81506480,14
8385057190,26736836,23
2992310851,65060390,6
1194273585,90122085,22
6526549412,17112237,11
5343751430,37048960,24
1590584576,59779881,22
9083619285,62321888,21
3173627684,25431510,14
9968284121,85133011,22
4292752955,17112237,25
6106373693,81028358,5
3649067219,90122085,21
5255327438,25816959,22
4618722857,80962802,11
8578576738,68044839,11
6799015265,89838915,5
2386085794,85263705,19
3867490861,88758398,8
2960425447,59858068,23
1656785282,66660872,19
2045102352,58438896,11
3019499022,25816959,10
4477757522,39198427,18
7915763344,37048960,7
6740159225,76197908,1
3901502035,84961155,22
5757028671,62202726,3
6762919073,86195724,11
2557673171,27590379,4
6947407954,83951150,5
8155421345,96360006,17
6808982562,66544425,16
1799957573,53652978,17
2047450355,19589414,25
7372326269,13907347,8
8975856994,10372749,23
3349486460,59858068,22
4923396735,96360006,10
5701866575,30452551,18
8361965750,76197908,25
6061274557,11347608,20
2156899925,81028358,5
4600274395,22263186,17
3641604854,28295796,7
3019499022,38513512,5
4618722857,93025814,17
6938159014,60918729,21
4834298743,90821899,3
3555861521,26297924,12
8568589129,58114378,15
7285199464,83563028,11
2294437984,49192503,15
6390776148,87666646,3
2156899925,19589414,13
9686822183,37048960,17
3401131284,53652978,22
7175562942,27590379,12
9380233090,57673035,24
6769480062,38513512,23
2156899925,25977551,8
9363775380,25816959,6
4618722857,34654812,19
2681404178,17112237,23
8149370232,83951150,19
7125954320,58114378,11
7915763344,76665122,18
6178057321,85728734,5
6438754035,35556411,22
8419661447,11347608,22
4402885093,27834672,9
9414696136,92518222,11
3401131284,86195724,3
9287363603,58114378,10
7573193647,65348795,23
1194273585,11347608,25
1732030028,96360006,2
9254095988,17112237,22
9685848060,81712167,25
3532728686,69711327,5
2344485741,62327531,7
1503654922,62202726,1
8017608138,88069250,23
3271314422,90122085,8
1688688590,22263186,4
3935778302,26297924,22
8017608138,88511206,15
5077212534,62327531,22
1038914670,28813070,3
7285199464,40357019,12
6644685788,10372749,23
8568589129,49636274,22
7787748222,39198427,18
2710861821,19589414,23
1255926949,77431523,12
3959493258,76665122,6
8568589129,65060390,17
4961722302,11001718,3
7297489414,82664323,6
8305168597,22263186,11
2984996937,88069250,8
9373413610,39237014,14
8077717851,68044839,11
8305168597,53652978,14
9540539698,88069250,19
7739311050,90987924,8
2698631654,62321888,4
9686822183,60918729,17
4811720488,36297716,12
2337916864,85263705,19
9635665328,52412940,24
5077212534,13907347,25
7592779436,88069250,3
6380739556,85263705,4
6566658408,88069250,9
4515603712,62321888,7
7953235719,96355920,1
4897781816,86195724,25
3385939586,28295796,14
9222134606,13978677,20
9038837003,88964184,20
2656680653,65878875,22
6918195008,82664323,25
5844071848,35556411,6
7177808194,76197908,11
8487471080,11001718,17
7170056125,37048960,12
3867490861,34174616,21
7713813027,59779881,20
9341829851,62352535,5
4992223372,60158715,2
8778585460,28295796,3
4395337786,34174616,4
5475579898,67230813,22
5494414937,66544425,14
9339410548,81712167,23
8778585460,77431523,18
9729613283,83563028,12
4820236862,17112237,1
4840627119,62327531,25
8484611806,15877222,19
2302830239,49636274,23
8977278909,58114378,6
6740159225,38513512,7
6740159225,65348795,7
2607400947,90821899,18
6468095653,65878875,11
6512606158,33355791,22
6566658408,20150777,22
4007903984,69711327,8
6947407954,85263705,2
5922041023,93025814,3
5701866575,64400994,11
5863920440,41347235,19
5974867253,36297716,22
2698631654,39237014,4
6061274557,41347235,24
2984996937,27834672,2
5749569137,26297924,23
9460313244,80962802,2
6937597344,62792658,6
7592779436,96360006,13
8639227406,50787093,23
1736842637,87666646,24
7175562942,52139171,25
9414696136,85728734,7
5792609635,34654812,5
4629844506,76197908,7
1310342451,66544425,1
3001108796,81712167,9
3738915096,75329482,17
7125954320,89838915,22
8850472095,88964184,13
7106349880,88069250,21
8598520129,39198427,15
2602526117,22263186,9
3520952971,59779881,25
6762919073,60158715,16
9686822183,89838915,9
6412765596,49636274,17
9404323956,40357019,3
5925364459,90987924,12
4610618283,41347235,24
8663951270,60918729,11
6383699812,30452551,13
6138249034,83951150,19
7364239360,62321888,9
6756361340,22263186,1
3019499022,65060390,18
3847459645,83563028,3
4254867347,86195724,7
4691018822,26736836,1
5749569137,62321888,14
1360064677,26223220,24
3113135120,25977551,21
6653365837,90987924,25
8017608138,39198427,21
4402885093,67230813,12
6578147665,38513512,2
6526549412,52412940,3
3745824797,88758398,24
9287363603,40357019,20
5398655230,90987924,4
8844861843,85263705,2
1535907462,13978677,21
6178057321,80962802,12
7642064252,57673035,9
4834626805,64400994,17
6941852300,84961155,16
3001108796,59858068,9
7177808194,88511206,3
6799015265,65348795,4
4820236862,30452551,18
4954709491,85728734,8
8489967272,52412940,6
6814657381,90122085,11
5641877567,65060390,25
4910452456,85133011,15
9051289261,40357019,9
9051289261,90987924,18
5849837472,62321888,12
1204709858,83563028,16
4961722302,76665122,3
7285199464,39198427,12
1535907462,28295796,13
4738276457,83951150,9
3618131766,49636274,25
1829872709,85133011,4
5896116615,84961155,3
9404323956,15403587,12
1310342451,81712167,12
3184591544,22600017,19
3184591544,49636274,22
1014379494,60918729,3
7827507685,20150777,12
1535907462,38513512,24
7532889363,60918729,23
7593479850,27590379,20
4677712510,69711327,23
7425512669,88964184,8
2922512803,62321888,18
4220312184,68044839,6
6691912948,17112237,9
1294994595,24458589,24
8334218097,26297924,18
1014379494,13907347,8
3898545437,93025814,21
2343624961,13978677,20
6786495344,25431510,23
4007903984,90821899,4
2343624961,90122085,14
6756361340,88964184,9
8001224808,64400994,3
8801636678,59858068,16
8972002354,24458589,6
8767585653,92518222,25
9686822183,35588016,19
3649067219,77431523,14
6640755149,26223220,4
6243015792,27590379,16
2402755024,57673035,4
1118184334,65878875,11
7364239360,40357019,9
9423544633,36297716,17
4720557630,81028358,17
4171169652,25977551,22
1590584576,89838915,23
3535789944,50787093,1
2047450355,13978677,21
4834298743,20150777,24
1925738878,76197908,15
8406069844,25816959,13
5115357936,82664323,7
1310342451,38513512,22
7297489414,77431523,9
3224978106,90987924,20
9339410548,88069250,3
3867490861,26736836,2
6468095653,62327531,15
8057427196,95717734,14
6947407954,90122085,2
3555861521,11347608,4
6938159014,15877222,9
5849837472,34654812,21
6814657381,40357019,13
7468710212,22263186,25
7739311050,81506480,5
4691018822,15403587,2
8167126524,60918729,8
9540539698,85263705,20
3898545437,80453334,21
2698631654,82664323,24
1795201753,41347235,25
6788307937,52412940,9
1503654922,88069250,3
8847916627,84961155,8
5972101050,95717734,6
6475304004,67230813,2
9968284121,34304261,3
